year,id,mhi,mgr
2011,033100,138570.174,2000.0
2012,033100,131496.7825,2000.0
2013,033100,130276.3961,2000.0
2014,033100,142536.0385,2000.0
2010,033201,55561.33898,1759.665959
2011,033201,56653.40328,1780.389922
2012,033201,48548.74071,1602.250866
2013,033201,45993.0026,1746.516286
2014,033201,42276.98633,1759.830863
2010,033203,81118.55458,2000.0
2011,033203,80688.11329,2000.0
2012,033203,70658.72371,2000.0
2013,033203,72103.15725,2000.0
2014,033203,69020.2586,2000.0
2010,033204,61350.73092,1926.766021
2011,033204,59381.04484,1885.640105
2012,033204,58207.56209,1952.91183
2013,033204,63352.63578,1932.248532
2014,033204,54660.44922,1865.523329
2010,035100,122192.2045,1877.886411
2011,035100,124681.5815,1883.424311
2012,035100,115955.4886,1693.962195
2013,035100,118964.6692,1868.930721
2014,035100,116872.266,1823.451571
2010,035201,88282.25928,1577.78834
2011,035201,87776.43608,1652.981807
2012,035201,84200.71065,1743.594208
2013,035201,87284.65773,1699.027928
2014,035201,94900.54676,1660.29524
2010,035202,92340.40364,1506.174028
2011,035202,92023.00395,1546.623729
2012,035202,88387.06308,1624.908959
2013,035202,88585.83875,1734.908021
2014,035202,85176.83991,1585.386987
2010,035300,94932.15971,1520.951585
2011,035300,98025.58802,1748.260919
2012,035300,105878.032,1846.095105
2013,035300,105200.4324,1658.926648
2014,035300,100672.5868,1657.216818
2010,035400,106221.0761,1365.218874
2011,035400,104625.3284,1491.228896
2012,035400,100207.035,1330.353749
2013,035400,102732.093,1558.673447
2014,035400,101065.5986,1502.269611
2010,040100,107427.1521,1567.557724
2011,040100,105273.4479,1388.194507
2012,040100,125126.6215,1579.592773
2013,040100,132393.3216,1653.650163
2014,040100,130774.4167,1555.628914
2010,040200,111337.5209,1583.472016
2011,040200,126387.7424,1651.873911
2012,040200,128212.438,1607.64565
2013,040200,125770.2785,1458.420246
2014,040200,130307.5228,1511.504875
2010,042601,111070.3881,1556.190373
2011,042601,116513.0595,1555.486902
2012,042601,108901.269,1567.724248
2013,042601,99987.26591,1631.48893
2014,042601,88917.12183,1528.949263
2010,042602,118285.2459,1760.802694
2011,042602,108660.288,1730.534573
2012,042602,109039.3754,1765.173344
2013,042602,105354.5057,1670.534913
2014,042602,122197.9349,1784.458234
2010,042700,113433.6604,1548.233227
2011,042700,106580.766,1551.055315
2012,042700,101657.1529,1627.066873
2013,042700,91039.40393,1552.341666
2014,042700,82372.39807,1496.112769
2010,042800,297426.743,2000.0
2011,042800,316241.3445,2000.0
2012,042800,285060.3897,2000.0
2013,042800,332493.4337,2000.0
2014,042800,283286.5926,2000.0
2010,045100,125406.8914,1631.214891
2011,045100,110344.2909,1733.858263
2012,045100,109390.0364,1747.910035
2013,045100,103536.2292,1620.935961
2014,045100,105748.9035,1711.602262
2010,045200,120750.8244,1582.335281
2011,045200,114902.1777,1425.862993
2012,045200,115171.087,1675.619929
2013,045200,103893.9749,1700.083225
2014,045200,109216.2321,1649.007695
2010,047600,94561.58406,1736.931257
2011,047600,99509.06164,1829.137375
2012,047600,100846.8563,1778.120826
2013,047600,111121.703,1838.327112
2014,047600,103876.1972,1757.778582
2010,047701,83694.39635,1335.663761
2011,047701,86702.88422,1342.770744
2012,047701,85982.06835,1458.74961
2013,047701,84872.24914,1471.083808
2014,047701,89973.02035,1449.936449
2010,047702,104806.9777,1607.343453
2011,047702,107010.6299,1619.744908
2012,047702,100623.5123,1737.120467
2013,047702,102739.4801,1683.198475
2014,047702,104204.5622,1598.726813
2010,047801,100748.8333,1855.151709
2011,047801,98704.72867,1845.755825
2012,047801,84351.76461,1670.225145
2013,047801,95730.19842,1782.396379
2014,047801,98983.55959,1761.883144
2010,047802,104065.8264,1569.831195
2011,047802,105008.6606,1587.615905
2012,047802,96620.58252,1577.434859
2013,047802,98738.84974,1538.622807
2014,047802,84502.66563,1536.132246
2010,047901,110384.9369,1622.12101
2011,047901,112470.3446,1480.149929
2012,047901,113104.8847,1449.038999
2013,047901,107678.2694,1350.779968
2014,047901,112020.6739,1394.524865
2010,047902,121078.2041,1627.804685
2011,047902,119201.9247,1679.571327
2012,047902,106124.0341,1604.408779
2013,047902,98615.38001,1741.239802
2014,047902,101673.0737,1736.229633
2010,060100,209558.2553,2000.0
2011,060100,211997.1326,2000.0
2012,060100,212100.2511,2000.0
2013,060100,207184.3199,2000.0
2014,060100,222012.6682,2000.0
2010,060400,83575.03917,1549.369963
2011,060400,77857.43734,1615.313321
2012,060400,76725.69786,1534.276587
2013,060400,67755.33423,1547.065182
2014,060400,64212.79062,1624.380324
2010,060502,35610.50096,525.1716234
2011,060502,36418.7788,419.8928317
2012,060502,36598.21506,428.3458544
2013,060502,38349.48752,411.5657714
2014,060502,40434.03809,426.8744251
2010,060700,149594.3412,2000.0
2011,060700,143537.9826,2000.0
2012,060700,141276.4471,2000.0
2013,060700,143907.6655,2000.0
2014,060700,135736.8319,2000.0
2010,061000,108991.2996,1856.288444
2011,061000,114016.9683,1996.42977
2012,061000,117066.8141,2000.0
2013,061000,120919.0789,2000.0
2014,061000,119178.0035,2000.0
2010,061100,28780.99639,512.6675371
2011,061100,28429.73603,542.8693603
2012,061100,32934.07773,544.8731901
2013,061100,29181.06849,492.8236288
2014,061100,29170.09443,482.2860091
2010,061200,60832.37971,1151.512672
2011,061200,66296.53576,1190.988903
2012,061200,59462.38887,1142.615264
2013,061200,62476.73939,1150.273566
2014,061200,57041.09505,1136.963613
2010,061400,119015.0299,1669.863885
2011,061400,118594.7973,1741.61354
2012,061400,137501.1772,2000.0
2013,061400,146529.0229,2000.0
2014,061400,153011.9063,2000.0
2010,061500,178319.6376,2000.0
2011,061500,186310.5487,2000.0
2012,061500,195279.3145,2000.0
2013,061500,197465.0359,2000.0
2014,061500,191946.7532,2000.0
2010,980200,160730.9351,1989.286452
2011,980200,102824.9963,2000.0
2012,980200,109036.1386,2000.0
2013,980200,121266.2716,2000.0
2014,980200,114575.7637,2000.0
2010,980300,0.0,1009.420783
2011,980300,0.0,992.6754017
2012,980300,118233.1664,1517.013278
2013,980300,128007.5079,1602.995915
2014,980300,124210.1963,1610.014358
2010,980401,0.0,0.0
2011,980401,0.0,0.0
2012,980401,0.0,0.0
2013,980401,0.0,0.0
2014,980401,0.0,0.0
2010,980501,38928.63077,601.3328761
2011,980501,44952.90672,547.3009469
2012,980501,42396.52897,512.5044857
2013,980501,38965.78088,443.2246769
2014,980501,36382.83561,432.0051273
2010,980600,74340.20309,0.0
2011,980600,77946.06907,2000.0
2012,980600,84407.87036,1308.774613
2013,980600,81359.16592,1228.365533
2014,980600,69653.38726,1211.871865
2010,980900,173631.742,2000.0
2011,980900,153460.305,2000.0
2012,980900,159396.4478,2000.0
2013,980900,127485.1359,2000.0
2014,980900,96716.81535,1603.857515
