year,id,mhi,mgr
2012,060100,212100.2511,2000.0
2012,060400,76725.69786,1534.276587
2012,060502,36598.21506,428.3458544
2012,060700,141276.4471,2000.0
2012,061000,117066.8141,2000.0
2012,061100,32934.07773,544.8731901
2012,061200,59462.38887,1142.615264
2012,061400,137501.1772,2000.0
2012,061500,195279.3145,2000.0
2012,980200,109036.1386,2000.0
2012,980300,118233.1664,1517.013278
2012,980401,0.0,0.0
2012,980501,42396.52897,512.5044857
2012,980600,84407.87036,1308.774613
2012,980900,159396.4478,2000.0
2012,990100,0.0,0.0
2013,010100,91055.23338,1592.442946
2013,010200,146789.6812,2000.0
2013,010300,147420.7487,2000.0
2013,010400,134072.2989,2000.0
2013,010500,169468.0105,2000.0
2013,010600,67441.91107,1232.58672
2013,010700,49434.32563,606.7956886
2013,010800,118885.5219,1535.456916
